fac,hospital_name,hospital_type,hospital_type_group,robots_allowed,cihi_peer_group,licensed_beds,hospital_name_self_reported,plan_period_start,plan_period_end,plan_start_year,plan_period_start_raw,plan_period_end_raw,plan_period_parse_ok,vision,mission,values,purpose,extraction_quality,extraction_notes,source_type,extraction_date,direction_number,direction_name,direction_type,direction_description,key_actions
858,Michael Garron TORONTO EAST GENERAL,Large Community Hospital,Community — Large,TRUE,NA,NA,Michael Garron Hospital,2025-01-01,2035-01-01,2025,2025,2035,TRUE,Integrating Care. Bold Impact.,NA,Compassion | Respect | Integrity | Inclusion | Courage,Deliver exceptional and seamless care for our communities with valued partnerships and a spirit of innovation and discovery that inspires our people.,full,NA,pdf,2026-03-27,1,Deliver High-Quality and Compassionate Care,direction,"While we continue to navigate a rapidly changing landscape, our goal remains to provide the highest quality care to our growing and diverse communities. Embedded in our approach is a commitment to health equity and inclusive care, continuing our journey to remove barriers and recognizing that everyone brings with them a unique set of needs. We remain dedicated to driving quality improvement, and providing an exceptional patient experience where patients feel confident that their care is our highest priority.","Build quality into everything we do, as part of being one of the safest hospitals in the country | Expand quality improvement capacity to ensure the best patient outcomes and experiences | Actively plan to expand our existing and established clinical services for the growing population and changing needs of our diverse communities | Adopt a population health approach, with a focus on underserved populations"
858,Michael Garron TORONTO EAST GENERAL,Large Community Hospital,Community — Large,TRUE,NA,NA,Michael Garron Hospital,2025-01-01,2035-01-01,2025,2025,2035,TRUE,Integrating Care. Bold Impact.,NA,Compassion | Respect | Integrity | Inclusion | Courage,Deliver exceptional and seamless care for our communities with valued partnerships and a spirit of innovation and discovery that inspires our people.,full,NA,pdf,2026-03-27,2,Value and Inspire Our People,direction,"Our ability to achieve excellent care is made possible by the extraordinary dedication of our people who, in the face of challenges, have consistently risen to the occasion. Our people are the driving force behind our ability to achieve our vision and purpose. We will ensure that we build on our culture and strengthen our ability to attract and retain highly talented health professionals who share our organizational values. Going forward, we will continue to recognize the invaluable contributions of our people, providing an environment that promotes ongoing professional growth and development, making Micheal Garron Hospital a sought after place to work and provide care.","Promote a safe, inclusive and supportive environment, enabling our people to continue delivering high-quality care | Build a positive culture that attracts and retains exceptional talent, supporting our health human resource requirements | Develop a thriving workforce by advancing professional practice and education to maximize potential | Collaborate with our teams to improve care, listening to their perspectives and recognizing their contributions"
858,Michael Garron TORONTO EAST GENERAL,Large Community Hospital,Community — Large,TRUE,NA,NA,Michael Garron Hospital,2025-01-01,2035-01-01,2025,2025,2035,TRUE,Integrating Care. Bold Impact.,NA,Compassion | Respect | Integrity | Inclusion | Courage,Deliver exceptional and seamless care for our communities with valued partnerships and a spirit of innovation and discovery that inspires our people.,full,NA,pdf,2026-03-27,3,Invest Now for Our Future,direction,"To deliver transformative care, we must move quickly to modernize, invest in emerging technologies, update our facilities, and ensure our people have access to the tools they need. The future of technology offers us an unprecedented opportunity to embrace innovation to enhance how we deliver care, while maintaining a commitment to environmental sustainability. To support these efforts, we will continue to work with our partners in government and our Foundation to secure the resources needed to deliver on the promise of excellence.","Create a digital infrastructure that informs decision-making and reporting through reliable and accurate data in real time | Revitalize and modernize the hospital's physical infrastructure, ensuring a positive experience and high-quality care | Adopt innovative systems and tools that support our people to better serve patients | Improve the hospital's impact on environmental sustainability"
858,Michael Garron TORONTO EAST GENERAL,Large Community Hospital,Community — Large,TRUE,NA,NA,Michael Garron Hospital,2025-01-01,2035-01-01,2025,2025,2035,TRUE,Integrating Care. Bold Impact.,NA,Compassion | Respect | Integrity | Inclusion | Courage,Deliver exceptional and seamless care for our communities with valued partnerships and a spirit of innovation and discovery that inspires our people.,full,NA,pdf,2026-03-27,4,Advance a High-Impact Academic Mandate,direction,"Learning and discovery are the cornerstones of advancing healthcare, and they drive us to innovate, adapt and challenge the status quo. We are well-positioned to continue building on our legacy of excellence in medical and health professional education through a unique research agenda and educational experience that is inspired by a longstanding commitment to care and partnership. We are at a pivotal time in our educational leadership role and will focus on providing our learners with the modern skills and tools required to deliver evidence-based, high-quality care in healthcare settings today and in the future.","Establish a nationally recognized, community-focused research program | Implement an academic roadmap that advances evidence-based patient-centered care | Embed research in our clinical programs, and promote our research findings to enhance the quality of care in our community and beyond | Expand innovative models of learning that prepare the next generation of healthcare professionals to deliver high-quality care"
858,Michael Garron TORONTO EAST GENERAL,Large Community Hospital,Community — Large,TRUE,NA,NA,Michael Garron Hospital,2025-01-01,2035-01-01,2025,2025,2035,TRUE,Integrating Care. Bold Impact.,NA,Compassion | Respect | Integrity | Inclusion | Courage,Deliver exceptional and seamless care for our communities with valued partnerships and a spirit of innovation and discovery that inspires our people.,full,NA,pdf,2026-03-27,5,Lead Integrated Care,direction,"The future of integrated care will require a system-wide commitment to transforming the care experience for patients and their families. As a well-established leader in partnering with community health and social service organizations, we have been at the forefront in working with others to support patients in advancing more connected care. With this foundation in place, we will strive to build a model of integrated care that embraces the full continuum of care, including primary and community care and will serve as an example for others across the province.","Work with our community partners to advance a model of integrated care, serving as a leading example for the province | Develop a campus of care that expands services to support patients at every stage of their health journey | Solidify strategic partnerships that advance research, education and access to care | Strengthen relationships with the communities we serve to provide culturally safe, equitable, and patient-centred care that addresses the unique needs of patients and families"
862,TORONTO WOMENS COLLEGE,Teaching Hospital,Teaching,TRUE,NA,NA,Women's College Hospital,NA,2030-01-01,NA,NA,2030,FALSE,Healthcare revolutionized for a healthier and more equitable world.,"We transform healthcare for women and gender diverse people, delivering better outcomes, access and patient experience through equitable and connected care, learning and discovery.",Equity | Quality | People | Courage | Partnership | Curiosity,NA,full,NA,pdf,2026-04-10,1,Lead the New Era of Sex and Gender in Health,direction,Closing gender gaps and supporting well-being across the life span.,"Establish Canada's first Centre for Sex and Gender in Health to address sex and gender bias and gaps in healthcare and research that lead to poorer health outcomes, evidence gaps and inefficient health spending for women, trans and gender diverse people. | Drive precision healthcare – focused on individual needs of patients and families – for those living with complex health conditions influenced by sex and gender. | Promote healthy aging by addressing the unique health and wellbeing needs of women and gender diverse people across the life span."
862,TORONTO WOMENS COLLEGE,Teaching Hospital,Teaching,TRUE,NA,NA,Women's College Hospital,NA,2030-01-01,NA,NA,2030,FALSE,Healthcare revolutionized for a healthier and more equitable world.,"We transform healthcare for women and gender diverse people, delivering better outcomes, access and patient experience through equitable and connected care, learning and discovery.",Equity | Quality | People | Courage | Partnership | Curiosity,NA,full,NA,pdf,2026-04-10,2,Move the Needle on Health Equity,direction,Creating a just and equitable health system with better health outcomes.,"Partner with First Nations, Inuit and Métis peoples to improve health and wellbeing and elevate community health priorities. | Relentlessly work to achieve health equity and reduce health disparities in partnership with communities. | Build trusted, just, inclusive environments across care, learning and discovery."
862,TORONTO WOMENS COLLEGE,Teaching Hospital,Teaching,TRUE,NA,NA,Women's College Hospital,NA,2030-01-01,NA,NA,2030,FALSE,Healthcare revolutionized for a healthier and more equitable world.,"We transform healthcare for women and gender diverse people, delivering better outcomes, access and patient experience through equitable and connected care, learning and discovery.",Equity | Quality | People | Courage | Partnership | Curiosity,NA,full,NA,pdf,2026-04-10,3,Reimagine the Health System with and for Patients,direction,Creating a better integrated system of care and better patient experience across the care continuum.,"Lead and inform innovative outpatient and primary care models that prioritize access and coordinated care across hospital, home and community settings and realize system efficiencies."
881,STURGEON FALLS WEST NIPISSING,Small Hospital,Community — Small,TRUE,NA,NA,West Nipissing General Hospital,2024-01-01,2027-01-01,2024,2024,2027,TRUE,NA,NA,NA,NA,partial,"Document is a strategic and operational plan with clear priorities and detailed action plans, but lacks traditional vision/mission/values statements",pdf,2026-03-27,1,Finances,direction,Strive for fiscal sustainability,Maintain operating cash flow and build reserves earmarked for long term growth | Undertake required capital projects | Plan for long-term replacement of capital | Align health human resource practices to support fiscal sustainability | Foster financial acumen in management staff
881,STURGEON FALLS WEST NIPISSING,Small Hospital,Community — Small,TRUE,NA,NA,West Nipissing General Hospital,2024-01-01,2027-01-01,2024,2024,2027,TRUE,NA,NA,NA,NA,partial,"Document is a strategic and operational plan with clear priorities and detailed action plans, but lacks traditional vision/mission/values statements",pdf,2026-03-27,2,People,direction,Value our Team,Attract and retain a strong care team | Provide excellent student placement experiences | Maintain French-language services | Support management capabilities through leadership training | Maintain a happy and productive work environment through effective hiring and performance supporting practices
881,STURGEON FALLS WEST NIPISSING,Small Hospital,Community — Small,TRUE,NA,NA,West Nipissing General Hospital,2024-01-01,2027-01-01,2024,2024,2027,TRUE,NA,NA,NA,NA,partial,"Document is a strategic and operational plan with clear priorities and detailed action plans, but lacks traditional vision/mission/values statements",pdf,2026-03-27,3,Care Environment,direction,Ensure quality and safety,"Provide a safe, open, trusting care environment for staff, physicians and patients/clients/residents | Maintain high-quality patient/client/resident experiences | Continue to implement best-practices and evidence-based care delivery to enhance patient, client, & resident outcomes | Continue to educate eligible staff in MSK safety/safe patient handling"
881,STURGEON FALLS WEST NIPISSING,Small Hospital,Community — Small,TRUE,NA,NA,West Nipissing General Hospital,2024-01-01,2027-01-01,2024,2024,2027,TRUE,NA,NA,NA,NA,partial,"Document is a strategic and operational plan with clear priorities and detailed action plans, but lacks traditional vision/mission/values statements",pdf,2026-03-27,4,Communication,direction,Communicate openly and often,"Provide consistent, transparent and continuous communication internally and externally, with emphasis on positive messages while being open about operational challenges"
881,STURGEON FALLS WEST NIPISSING,Small Hospital,Community — Small,TRUE,NA,NA,West Nipissing General Hospital,2024-01-01,2027-01-01,2024,2024,2027,TRUE,NA,NA,NA,NA,partial,"Document is a strategic and operational plan with clear priorities and detailed action plans, but lacks traditional vision/mission/values statements",pdf,2026-03-27,5,Partnerships,direction,Partner wisely,"Maintain productive community partnerships, being judicious about why and how we partner | Align WNGH with system priorities"
882,WINCHESTER DISTRICT MEMORIAL,Large Community Hospital,Community — Large,TRUE,NA,NA,Winchester District Memorial Hospital,2019-01-01,2024-01-01,2019,2019,2024,TRUE,NA,NA,NA,NA,full,Document includes a Commitment Statement referenced as 'COMPASSIONATE EXCELLENCE' but the full text is not provided in the document,pdf,2026-03-27,1,Quality/Services,direction,We will provide high-quality services to achieve the best possible patient experience and outcomes.,"Partner with patients to improve their care | Serve as a collaboration hub to address community needs throughout all stages of life | Enhance patient access and interaction, including new digital opportunities | Conduct rural health research and apply evidence to support quality improvement | Ensure public awareness and understanding of patient services"
882,WINCHESTER DISTRICT MEMORIAL,Large Community Hospital,Community — Large,TRUE,NA,NA,Winchester District Memorial Hospital,2019-01-01,2024-01-01,2019,2019,2024,TRUE,NA,NA,NA,NA,full,Document includes a Commitment Statement referenced as 'COMPASSIONATE EXCELLENCE' but the full text is not provided in the document,pdf,2026-03-27,2,Our People,direction,"We value our staff, physicians, volunteers and learners, and will foster a workplace where everyone is empowered to work to their full potential.","Live our Commitment Statement | Provide opportunities for growth and learning | Communicate effectively | Strengthen health, safety and wellness in our workplace | Be a workplace-of-choice for new applicants and our current team | Continue to foster engagement in WDMH decisions and activities"
882,WINCHESTER DISTRICT MEMORIAL,Large Community Hospital,Community — Large,TRUE,NA,NA,Winchester District Memorial Hospital,2019-01-01,2024-01-01,2019,2019,2024,TRUE,NA,NA,NA,NA,full,Document includes a Commitment Statement referenced as 'COMPASSIONATE EXCELLENCE' but the full text is not provided in the document,pdf,2026-03-27,3,Partnerships/Integration,direction,We will collaborate to improve our patients' transitions.,"Share resources, including knowledge, information, education, technology, programs and advocacy efforts | Explore new opportunities, including those involving virtual services | Partner with physician organizations to address community needs | Partner with educational organizations to facilitate the transfer of knowledge and skills"
882,WINCHESTER DISTRICT MEMORIAL,Large Community Hospital,Community — Large,TRUE,NA,NA,Winchester District Memorial Hospital,2019-01-01,2024-01-01,2019,2019,2024,TRUE,NA,NA,NA,NA,full,Document includes a Commitment Statement referenced as 'COMPASSIONATE EXCELLENCE' but the full text is not provided in the document,pdf,2026-03-27,4,Accountability,direction,We will demonstrate accountability in all relationships and ensure responsible stewardship of all resources.,"Make decisions ethically, consistently and transparently | Actively engage in change involving the broader health system | Nurture a strong community relationship that encourages continuous investment in WDMH | Strategically invest in infrastructure, equipment and technology | Practice environmental responsibility"
888,NEW LISKEARD TEMISKAMING HOSPITAL,Small Hospital,Community — Small,TRUE,NA,NA,Temiskaming Hospital,2022-01-01,2027-01-01,2022,2022,2027,TRUE,Driving positive health outcomes for our communities.,"To be a partner and leader in quality, people-centred care, improving health and wellbeing in northern rural Ontario.",Adaptability | Inclusivity | Accountability | Collaboration | Quality,NA,full,NA,pdf,2026-03-27,1,"People: Resilient Team, Sustainable Organization",direction,"We know our impact is only as strong as our organization and people. Building on a strong foundation and our history of educational excellence, we need to make sure that we continue to be resilient, responsive and that we retain and recruit a great team to sustain our operations. Ensuring we are financially adaptable, environmentally responsible and that our staff are set up for success will strengthen our overall efficiency, our effectiveness, and ease future succession. We aim to prioritize wellness, enhance diversity, and continue to foster a positive and inclusive culture at Temiskaming Hospital.","Retaining our best people: Investing in continuous learning, broadening staff experiences, ensuring knowledge transfer, creating opportunities for advancement and successful transitions, and ensuring a culture of succession. | Strengthening our hiring processes: Enhancing our hiring processes by implementing leading practices, engaging in learning partnerships, investing in the proper tools, and applying lessons learned; ultimately, engaging great, diverse candidates. | Embedding environmental stewardship: Identifying opportunities and implementing environmentally conscious initiatives to reduce our overall footprint and enhance sustainability. | Enhancing financial health and stability: Leveraging the collection and analysis of financial data and integrating effective forecasting and models that bolster our sustainability while ensuring we meet the changing healthcare demands."
888,NEW LISKEARD TEMISKAMING HOSPITAL,Small Hospital,Community — Small,TRUE,NA,NA,Temiskaming Hospital,2022-01-01,2027-01-01,2022,2022,2027,TRUE,Driving positive health outcomes for our communities.,"To be a partner and leader in quality, people-centred care, improving health and wellbeing in northern rural Ontario.",Adaptability | Inclusivity | Accountability | Collaboration | Quality,NA,full,NA,pdf,2026-03-27,2,"Patients: Consistent Experience, Healthy Outcomes",direction,"Above all, we know that our patients' health and experiences are what matter most. Responding effectively to the changing demographic and its needs remains a priority. We aim to expand our care, ensure culturally responsive and accessible services, and offer increased specialization at the hospital to strengthen our 'Care Close to Home' model. We also recognize that we cannot be all things to all people. We will continue to work hard to make sure our patients receive quality care within the hospital and leverage external resources to continue a high standard in the community.","Ensuring consistent patient experience: Focusing on effective internal and external communication, patient feedback, and consistent use of policies, we will make sure we do everything we can to set clear expectations, enhance understanding, and drive positive patient experiences. | Expanding our specialized services: Strategically expanding our services and specializations in response to emerging needs to increase access to care and where we can offer the biggest impact for offering ""care close to home."" | Maximizing and coordinating the use of space: Understanding that we have limited beds available, we will consider the evolving use of space and reallocate beds as they become available to help address other community pressures. We will also continuously explore how spaces are used to ensure efficient service delivery. | Designing culturally responsive and barrier-free access to care: Continuing to actively engage and apply feedback to inform service and deepen our understanding of the growing diversity and cultural perspectives, accessibility standards, emerging trends, and possible barriers to service."
888,NEW LISKEARD TEMISKAMING HOSPITAL,Small Hospital,Community — Small,TRUE,NA,NA,Temiskaming Hospital,2022-01-01,2027-01-01,2022,2022,2027,TRUE,Driving positive health outcomes for our communities.,"To be a partner and leader in quality, people-centred care, improving health and wellbeing in northern rural Ontario.",Adaptability | Inclusivity | Accountability | Collaboration | Quality,NA,full,NA,pdf,2026-03-27,3,"Partners: Valued Relationships, Strong Communities",direction,"We value collaboration and how it can strengthen health care in our communities and across northern Ontario. We recognize and celebrate our role as a leader in healthcare in Temiskaming Shores and value our unique position as a partner across northern Ontario. We are proud to be an organization that is always ready to step up and address the evolving challenges facing our communities. Together, we will continue to explore responsive ways to adapt to our ever-changing landscape.","Engaging meaningful advocacy: Leaning into our growing circle of influence and working with partners to serve and advocate for the changing healthcare needs of our community and the North. | Partnering to streamline patient care: Facilitating opportunities for a community-wide perspective of the patient journey and ensuring the patient remains at the center of their care. | Facilitating effective access to healthcare services: Collaborating with healthcare and community service providers to enhance coordinated access, create clarity for service pathways, and explore opportunities for integrated services. | Leading the implementation of our Ontario Health Team (OHT): Leveraging our circle of influence, we will continue driving progress for Ontario Health Team and the North-East OHT Collaborative towards maturity, bringing these teams to an operational base with success."
888,NEW LISKEARD TEMISKAMING HOSPITAL,Small Hospital,Community — Small,TRUE,NA,NA,Temiskaming Hospital,2022-01-01,2027-01-01,2022,2022,2027,TRUE,Driving positive health outcomes for our communities.,"To be a partner and leader in quality, people-centred care, improving health and wellbeing in northern rural Ontario.",Adaptability | Inclusivity | Accountability | Collaboration | Quality,NA,full,NA,pdf,2026-03-27,4,"Processes: Digital Capacity, Enhanced Connection",direction,"The world is always changing. With the continuous shifting, we need to make sure we adapt along with it, providing relevant, high-quality healthcare services to our community while streamlining our ability to share resources and information. We will leverage systems and networks to enhance our communications and information-sharing to better reflect patients' needs and ensure our collaborative efforts remain efficient. We will learn from our partners and our experiences as we navigate the continuum of care in our communities.","Implementing the ONE project: Enhancing cross-hospital information sharing of patient records by fully implementing the ONE project while considering effective change management and engaging early adopters for lessons learned to inform our approaches. | Investing in systems and processes: Ensuring the necessary technology, systems, and procedures are in place to support staff, volunteers, and alternative caregivers in their work, bolstered by clearly communicated processes and training. | Enhancing communication and information sharing: Implementing effective methods of communication across partners to enhance connectivity, deepen our understanding, and remain up to date on the complexities of each person's healthcare journey. | Increasing overall accessibility: Regularly exploring opportunities to use the available data and resources to make the hospital more accessible, and its services and programs more equitable and inclusive to all stakeholders."
889,WINGHAM & DISTRICT,Small Hospital,Community — Small,TRUE,NA,NA,NA,2025-01-01,2027-01-01,2025,2025,2027,TRUE,Exceptional Patient and Staff experience.,Embrace innovation and leading practices to provide health services that meet the evolving needs of our communities.,Respect | Teamwork | Communication | Professionalism | Compassion/Caring | Compassionate Care | Safety | Transparency | Integrity | Innovation | Professionalism,Provide rural health care with excellence.,partial,Document appears to be a strategic planning presentation or workshop materials. Hospital name not identified. Some duplicate values listed (Professionalism appears twice). Plan period inferred from objective dates ranging from 2025-2027.,pdf,2026-03-27,1,Services,direction,Transform and grow our services to meet the needs of the community and greater catchment area.,"Fully utilize the existing resource capacity in the OR and Diagnostics by: a) Increase OR utilization hours by 20% by March 31, 2026. Target = 88 hours/month LMH; 28 hours / month WDH b) Increase Diagnostic Imaging annual volumes by 15%, by March 31, 2026. Baseline = 38,001 | Update the Master Services Plan, identifying the Centers of Excellence for a) our sites and b)in relation to the broader region by March 2027."
889,WINGHAM & DISTRICT,Small Hospital,Community — Small,TRUE,NA,NA,NA,2025-01-01,2027-01-01,2025,2025,2027,TRUE,Exceptional Patient and Staff experience.,Embrace innovation and leading practices to provide health services that meet the evolving needs of our communities.,Respect | Teamwork | Communication | Professionalism | Compassion/Caring | Compassionate Care | Safety | Transparency | Integrity | Innovation | Professionalism,Provide rural health care with excellence.,partial,Document appears to be a strategic planning presentation or workshop materials. Hospital name not identified. Some duplicate values listed (Professionalism appears twice). Plan period inferred from objective dates ranging from 2025-2027.,pdf,2026-03-27,2,Quality (&Risk),direction,"Provide Quality Care that is patient centered, timely, efficient, effective, equitable and safe","To achieve accreditation in the November 2025 process. | Implement the HIROC RAC program by 2027 by completing the risk assessment component by March 31, 2026 . | To achieve full electronic documentation. • Physician documentation in the ED, Oncology and In-patient unit by December 2025 • All program documentation in the ED, Oncology and in-patient programs by March 2026 • All program documentation in the, surgical services and LWHA Physician lead Ambulatory/Outpatient Clinics by December 2026. | To implement the OHA patient satisfaction survey for the emergency department and inpatient unit, utilizing the Qualtrics platform, to identify an area of opportunity by March 31st 2026"
889,WINGHAM & DISTRICT,Small Hospital,Community — Small,TRUE,NA,NA,NA,2025-01-01,2027-01-01,2025,2025,2027,TRUE,Exceptional Patient and Staff experience.,Embrace innovation and leading practices to provide health services that meet the evolving needs of our communities.,Respect | Teamwork | Communication | Professionalism | Compassion/Caring | Compassionate Care | Safety | Transparency | Integrity | Innovation | Professionalism,Provide rural health care with excellence.,partial,Document appears to be a strategic planning presentation or workshop materials. Hospital name not identified. Some duplicate values listed (Professionalism appears twice). Plan period inferred from objective dates ranging from 2025-2027.,pdf,2026-03-27,3,Human Resources,direction,"A Workplace that nurtures accountability, individual and collective potential and a culture of kindness and inclusion.","To achieve 85% of regular active staff, patient partners, and board members, completing the unconscious bias training and inclusive language modules by March 31, 2026. Baseline = 0 | Improve staff engagement by decreasing the leaders scores on the following Accreditation Canada Staff Engagement Survey questions by March 31, 2027: a) Decrease by 30%, leaders who report their days as being quite or extremely stressful. Baseline = 60%"
889,WINGHAM & DISTRICT,Small Hospital,Community — Small,TRUE,NA,NA,NA,2025-01-01,2027-01-01,2025,2025,2027,TRUE,Exceptional Patient and Staff experience.,Embrace innovation and leading practices to provide health services that meet the evolving needs of our communities.,Respect | Teamwork | Communication | Professionalism | Compassion/Caring | Compassionate Care | Safety | Transparency | Integrity | Innovation | Professionalism,Provide rural health care with excellence.,partial,Document appears to be a strategic planning presentation or workshop materials. Hospital name not identified. Some duplicate values listed (Professionalism appears twice). Plan period inferred from objective dates ranging from 2025-2027.,pdf,2026-03-27,4,Finance (& Resources),direction,A sustainable and resilient Health Organization that is here for future generations.,"To achieve a balanced budget within 2% of revenues in 2025/26 and a balanced within 1% in 2026/27. Baseline= revenues for 2025/26 and 2026/27 | To achieve 10% supply chain reductions by March 31,2027. Baseline= LMH = $5,934,085 & savings target of $225,000 WDH - $5,207,927 & savings target of $225,000"
889,WINGHAM & DISTRICT,Small Hospital,Community — Small,TRUE,NA,NA,NA,2025-01-01,2027-01-01,2025,2025,2027,TRUE,Exceptional Patient and Staff experience.,Embrace innovation and leading practices to provide health services that meet the evolving needs of our communities.,Respect | Teamwork | Communication | Professionalism | Compassion/Caring | Compassionate Care | Safety | Transparency | Integrity | Innovation | Professionalism,Provide rural health care with excellence.,partial,Document appears to be a strategic planning presentation or workshop materials. Hospital name not identified. Some duplicate values listed (Professionalism appears twice). Plan period inferred from objective dates ranging from 2025-2027.,pdf,2026-03-27,5,Stewardship & Partnerships,direction,"Harness Innovation and Partnerships to deliver a quality, expanded, integrated network of sustainable regional care, demonstrating responsible use of public funds.",Increase access to primary care through the recruitment of primary care providers and exploration of alternative care models to better meet the primary and acute care needs of the community by December 2026. Targets: Recruit 2 physicians with focused practices as outlined in the recruitment targets. Recruit 2 physician specialists as outlined in the recruitment targets. Explore one alternative care model in partnership.
890,WOODSTOCK WOODSTOCK HOSPITAL,Large Community Hospital,Community — Large,TRUE,NA,NA,Woodstock Hospital,2025-01-01,2028-01-01,2025,2025,2028,TRUE,Evolving together to meet the growing needs of our community.,Providing exceptional people-centred care for the well-being of our community.,Compassionate | Innovative | Collaborative | Accountable,NA,full,NA,pdf_image,2026-03-31,1,CARING,direction,"Demonstrating empathy, respect, and compassion in everything we do, by prioritizing the well-being of patients, families, our hospital team, and the community. Through our hospital culture of kindness and Service Excellence we are committed to providing a sense of belonging for all.",Ensure a safe and healthy environment for all | Foster a culture of compassion that aligns with the guiding principles of people-centred care | Promote equitable access to resources and care
890,WOODSTOCK WOODSTOCK HOSPITAL,Large Community Hospital,Community — Large,TRUE,NA,NA,Woodstock Hospital,2025-01-01,2028-01-01,2025,2025,2028,TRUE,Evolving together to meet the growing needs of our community.,Providing exceptional people-centred care for the well-being of our community.,Compassionate | Innovative | Collaborative | Accountable,NA,full,NA,pdf_image,2026-03-31,2,EMPOWERING,direction,"Fostering a culture of trust, collaboration, and growth, to enable individuals, patients, families, our hospital team, and community members to reach their full potential. Achieved by preparing people with the knowledge, tools, and confidence to make informed decisions.",Enhance well-being and resilience of our hospital team by investing in staff learning and development | Provide patients and caregivers with tools for self-management and informed decision-making | Recruit and retain highly skilled staff
890,WOODSTOCK WOODSTOCK HOSPITAL,Large Community Hospital,Community — Large,TRUE,NA,NA,Woodstock Hospital,2025-01-01,2028-01-01,2025,2025,2028,TRUE,Evolving together to meet the growing needs of our community.,Providing exceptional people-centred care for the well-being of our community.,Compassionate | Innovative | Collaborative | Accountable,NA,full,NA,pdf_image,2026-03-31,3,EVOLVING,direction,"Evolving as our community grows, to meet its changing healthcare needs. Embracing innovation and cutting-edge technology to ensure we provide the highest quality care. An ongoing commitment to energy conservation and sustainability.","Grow with our community while adapting to the changing needs and demographics | Incorporate innovative solutions by embracing technology and adapting to emerging trends | Commit to energy conservation and sustainable practices, integrating eco-friendly solutions"
890,WOODSTOCK WOODSTOCK HOSPITAL,Large Community Hospital,Community — Large,TRUE,NA,NA,Woodstock Hospital,2025-01-01,2028-01-01,2025,2025,2028,TRUE,Evolving together to meet the growing needs of our community.,Providing exceptional people-centred care for the well-being of our community.,Compassionate | Innovative | Collaborative | Accountable,NA,full,NA,pdf_image,2026-03-31,4,COLLABORATING,direction,"Cultivating strong partnerships and relationships beyond the hospital walls to better address the diverse needs of those we serve. Internally, we foster a culture of teamwork, encouraging open communication and shared responsibility, to achieve the best outcomes for all.","Build and strengthen relationships with our community partners | Strengthen internal, cross departmental collaboration | Actively involve patients, families, and caregivers in hospital initiatives and decision-making processes"
896,RED LAKE MARG COCHENOUR MEMORIAL,Small Hospital,Community — Small,TRUE,NA,NA,Red Lake Margaret Cochenour Memorial Hospital,2024-01-01,2027-01-01,2024,2024,2027,TRUE,Working Together For Excellence in Northern Healthcare,"Compassionate, Quality Care – Every Patient, Every time",NA,NA,full,NA,pdf,2026-03-27,1,Patient Experience,direction,Provide patient-centred care,Deliver safe quality care | Approach care with compassion and empathy
896,RED LAKE MARG COCHENOUR MEMORIAL,Small Hospital,Community — Small,TRUE,NA,NA,Red Lake Margaret Cochenour Memorial Hospital,2024-01-01,2027-01-01,2024,2024,2027,TRUE,Working Together For Excellence in Northern Healthcare,"Compassionate, Quality Care – Every Patient, Every time",NA,NA,full,NA,pdf,2026-03-27,2,Team Experience,direction,"Foster a collaborative, supportive team",Improve interdisciplinary team communication | Invest in learning and development of staff | Foster a healthy work environment
896,RED LAKE MARG COCHENOUR MEMORIAL,Small Hospital,Community — Small,TRUE,NA,NA,Red Lake Margaret Cochenour Memorial Hospital,2024-01-01,2027-01-01,2024,2024,2027,TRUE,Working Together For Excellence in Northern Healthcare,"Compassionate, Quality Care – Every Patient, Every time",NA,NA,full,NA,pdf,2026-03-27,3,Partnerships with purpose,direction,Collaborate with stakeholders for a positive impact,Match our stakeholder work to our priorities | Long term planning and advocacy for future identified needs
896,RED LAKE MARG COCHENOUR MEMORIAL,Small Hospital,Community — Small,TRUE,NA,NA,Red Lake Margaret Cochenour Memorial Hospital,2024-01-01,2027-01-01,2024,2024,2027,TRUE,Working Together For Excellence in Northern Healthcare,"Compassionate, Quality Care – Every Patient, Every time",NA,NA,full,NA,pdf,2026-03-27,4,Sustainability and Growth,direction,Manage resources responsibly and pursue opportunities to improve service delivery,Focus efforts on recruitment and retention to build a strong resilient team | Plan and prepare for the needs of our changing community | Ensure fiscal responsibility
900,FORT FRANCES RIVERSIDE HEALTH CARE,Small Hospital,Community — Small,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,thin,"Document appears to be a fragment containing only strategic pillars with brief descriptions. No hospital name, plan period, or foundational statements (vision/mission/values) are present.",txt,2026-03-28,1,ONE RIVERSIDE,direction,Supporting a consistent and enabling organizational culture,NA
900,FORT FRANCES RIVERSIDE HEALTH CARE,Small Hospital,Community — Small,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,thin,"Document appears to be a fragment containing only strategic pillars with brief descriptions. No hospital name, plan period, or foundational statements (vision/mission/values) are present.",txt,2026-03-28,2,INVESTING IN THE PEOPLE WHO SERVE,direction,Creating a plan to strategically leverage human resources,NA
